state.name,date,pollster,grade,samplesize,population,clinton,trump,state,days_until,
Maryland,10/21/16,SurveyMonkey,C-,915,lv,61,27,MD,18,
Oregon,10/27/16,SurveyMonkey,C-,614,lv,51,36,OR,12,
Idaho,8/20/16,SurveyMonkey,C-,716,rv,25,44,ID,80,
Michigan,10/29/16,SurveyMonkey,C-,1739,lv,44,43,MI,10,
Maine,10/6/16,Google Consumer Surveys,B,37,lv,42.82,41.51,ME,33,
Vermont,8/20/16,SurveyMonkey,C-,550,rv,45,24,VT,80,
Iowa,10/6/16,Google Consumer Surveys,B,360,lv,36.61,27.19,IA,33,
Wisconsin,10/27/16,SurveyMonkey,C-,1059,lv,45,41,WI,12,
New Jersey,6/1/16,YouGov,B,1194,lv,49,34,NJ,160,
Texas,10/27/16,SurveyMonkey,C-,1940,lv,42,46,TX,12,
Florida,10/12/16,SurveyMonkey,C-,1702,lv,43,45,FL,27,
Maine CD-1,6/18/16,University of New Hampshire,B+,247,lv,48,33,ME,143,
Nebraska,9/30/16,Google Consumer Surveys,B,238,lv,31.87,36.58,NE,39,
Florida,10/29/16,SurveyMonkey,C-,2715,lv,47,44,FL,10,
Arkansas,10/21/16,SurveyMonkey,C-,498,lv,33,54,AR,18,
Alabama,10/6/16,Google Consumer Surveys,B,379,lv,22.51,53.8,AL,33,
Oklahoma,9/30/16,Google Consumer Surveys,B,254,lv,28.99,39.64,OK,39,
North Carolina,8/16/16,Gravis Marketing,B-,723,rv,38,39,NC,84,
Missouri,9/22/16,Ipsos,A-,403,lv,36.06,47.69,MO,47,
Maine,10/21/16,SurveyMonkey,C-,370,lv,51,35,ME,18,
North Carolina,10/29/16,SurveyMonkey,C-,1617,lv,49,42,NC,10,
California,9/27/16,SurveyUSA,A,723,lv,59,33,CA,42,
Idaho,9/19/16,Ipsos,A-,175,lv,27.39,59.62,ID,50,
North Carolina,10/22/16,SurveyMonkey,C-,2001,lv,48,43,NC,17,
Maryland,9/22/16,Ipsos,A-,466,lv,51.84,32.73,MD,47,
Tennessee,10/27/16,SurveyMonkey,C-,455,lv,39,51,TN,12,
Michigan,10/3/16,Ipsos,A-,418,lv,44.75,38.18,MI,36,
Arkansas,9/19/16,Ipsos,A-,306,lv,41.3,49.92,AR,50,
Arizona,10/27/16,SurveyMonkey,C-,1342,lv,43,43,AZ,12,
New Jersey,9/26/16,Ipsos,A-,545,lv,46.68,34.18,NJ,43,
South Carolina,10/6/16,Google Consumer Surveys,B,296,lv,31.38,45.47,SC,33,
Wisconsin,10/12/16,Google Consumer Surveys,B,669,lv,42.17,27.33,WI,27,
Florida,10/3/16,Ipsos,A-,979,lv,48.55,43.74,FL,36,
Nevada,9/19/16,Ipsos,A-,333,lv,42.38,43.73,NV,50,
Ohio,6/16/16,Evolving Strategies,,617,lv,41,34,OH,145,
District of Columbia,9/23/16,Google Consumer Surveys,B,52,lv,66.53,15.3,DC,46,
Ohio,10/27/16,SurveyMonkey,C-,1585,lv,41,44,OH,12,
Alabama,9/12/16,Ipsos,A-,403,lv,39.35,53.12,AL,57,
North Dakota,9/23/16,Google Consumer Surveys,B,61,lv,26.63,49.28,ND,46,
North Carolina,10/3/16,Ipsos,A-,326,lv,44.16,43.09,NC,36,
Oregon,10/6/16,Google Consumer Surveys,B,382,lv,48.54,23.82,OR,33,
North Carolina,6/16/16,Evolving Strategies,,603,lv,44,37,NC,145,
Pennsylvania,6/16/16,Evolving Strategies,,601,lv,46,32,PA,145,
Michigan,7/31/16,"Glengariff Group, Inc.",B,600,lv,41,31.6,MI,100,
Nevada,10/21/16,SurveyMonkey,C-,967,lv,44,44,NV,18,
Maryland,10/6/16,Google Consumer Surveys,B,368,lv,48.14,25.89,MD,33,
Wyoming,9/23/16,Google Consumer Surveys,B,55,lv,17.78,45.91,WY,46,
New Mexico,9/19/16,Ipsos,A-,145,lv,48.94,39.69,NM,50,
New Jersey,6/24/16,Fairleigh Dickinson University (PublicMind),A,349,rv,44,32,NJ,137,
Georgia,9/26/16,Ipsos,A-,317,lv,38.11,50.98,GA,43,
Illinois,7/15/16,Victory Research,,1200,lv,51,34,IL,116,
Colorado,10/27/16,SurveyMonkey,C-,1417,lv,44,39,CO,12,
New Hampshire,9/19/16,Ipsos,A-,170,lv,47.21,41.25,NH,50,
Florida,10/28/16,SurveyMonkey,C-,2809,lv,46,45,FL,11,
Maine CD-2,6/18/16,University of New Hampshire,B+,222,lv,36,37,ME,143,
Ohio,10/3/16,Ipsos,A-,609,lv,46.21,42.56,OH,36,
South Dakota,9/23/16,Google Consumer Surveys,B,86,lv,29.11,31.07,SD,46,
Michigan,10/22/16,SurveyMonkey,C-,1928,lv,43,40,MI,17,
Kansas,9/19/16,Ipsos,A-,336,lv,34.4,53.56,KS,50,
Maine,9/23/16,Google Consumer Surveys,B,75,lv,36.31,28.63,ME,46,
Delaware,9/23/16,Google Consumer Surveys,B,90,lv,25.92,23.36,DE,46,
Oregon,9/22/16,Ipsos,A-,436,lv,48.42,37.65,OR,47,
Alaska,9/23/16,Google Consumer Surveys,B,67,lv,28.37,37.74,AK,46,
Massachusetts,10/6/16,Google Consumer Surveys,B,407,lv,52.75,19.79,MA,33,
Nebraska,10/21/16,SurveyMonkey,C-,461,lv,33,52,NE,18,
Mississippi,9/30/16,Google Consumer Surveys,B,205,lv,24.3,45.98,MS,39,
Michigan,10/28/16,SurveyMonkey,C-,1649,lv,43,42,MI,11,
Arizona,8/1/16,MBQF,C+,996,lv,45,42,AZ,99,
New York,9/26/16,Ipsos,A-,651,lv,49.34,29.05,NY,43,
North Carolina,10/28/16,SurveyMonkey,C-,1574,lv,47,44,NC,11,
Minnesota,8/20/16,SurveyMonkey,C-,2054,rv,41,34,MN,80,
Tennessee,9/22/16,Ipsos,A-,495,lv,35.1,47.07,TN,47,
Maine,8/20/16,SurveyMonkey,C-,715,rv,37,34,ME,80,
Michigan,10/11/16,Mitchell Research & Communications,D,1429,lv,47,37,MI,28,
Pennsylvania,10/3/16,Ipsos,A-,468,lv,49.34,42.79,PA,36,
Pennsylvania,7/30/16,Franklin & Marshall College,B+,389,lv,49,36,PA,101,
District of Columbia,9/17/16,Google Consumer Surveys,B,73,lv,43.22,28.46,DC,52,
Nebraska,9/19/16,Ipsos,A-,197,lv,32.71,51.19,NE,50,
New Jersey,6/24/16,Fairleigh Dickinson University (PublicMind),A,363,rv,52,31,NJ,137,
Vermont,9/23/16,Google Consumer Surveys,B,56,lv,48.29,28.19,VT,46,
Ohio,10/12/16,Google Consumer Surveys,B,782,lv,34.87,35.98,OH,27,
Kentucky,10/27/16,SurveyMonkey,C-,318,lv,31,59,KY,12,
Pennsylvania,10/12/16,Google Consumer Surveys,B,717,lv,38.86,36.06,PA,27,
New Jersey,10/12/16,Google Consumer Surveys,B,658,lv,39.82,32.04,NJ,27,
West Virginia,9/23/16,Google Consumer Surveys,B,100,lv,30.64,40.3,WV,46,
Nebraska,8/20/16,SurveyMonkey,C-,983,rv,32,42,NE,80,
Montana,9/12/16,Ipsos,A-,130,lv,36.29,53.6,MT,57,
Florida,10/22/16,SurveyMonkey,C-,3193,lv,47,44,FL,17,
Iowa,9/19/16,Ipsos,A-,343,lv,42.15,48.82,IA,50,
New Mexico,9/30/16,Google Consumer Surveys,B,202,lv,43.05,22.73,NM,39,
Michigan,7/7/16,Gravis Marketing,B-,1562,a,37,34,MI,124,
Kansas,9/30/16,Google Consumer Surveys,B,294,lv,36.39,28.62,KS,39,
Arkansas,9/30/16,Google Consumer Surveys,B,150,lv,29.66,45.44,AR,39,
South Carolina,10/21/16,SurveyMonkey,C-,1900,lv,43,45,SC,18,
New Mexico,9/24/16,Zia Poll,,1415,lv,41.8,36.6,NM,45,
Georgia,9/15/16,Ipsos,A-,613,lv,42.71,46.04,GA,54,
Oklahoma,9/19/16,Ipsos,A-,370,lv,31.34,53.86,OK,50,
Louisiana,8/20/16,SurveyMonkey,C-,871,rv,33,49,LA,80,
Louisiana,10/21/16,SurveyMonkey,C-,388,lv,38,53,LA,18,
Missouri,10/21/16,SurveyMonkey,C-,716,lv,36,50,MO,18,
Louisiana,9/30/16,Google Consumer Surveys,B,259,lv,31.23,45.71,LA,39,
Louisiana,9/19/16,Ipsos,A-,427,lv,37.53,49.56,LA,50,
New Hampshire,9/17/16,Google Consumer Surveys,B,85,lv,28.44,37.61,NH,52,
Kentucky,9/30/16,Google Consumer Surveys,B,384,lv,36.44,36.64,KY,39,
Michigan,6/16/16,Evolving Strategies,,612,lv,47,30,MI,145,
Wisconsin,6/22/16,YouGov,B,993,lv,41,36,WI,139,
Illinois,6/7/16,"Political Callers, Inc.",,732,lv,48.3,29.5,IL,154,
Indiana,8/20/16,SurveyMonkey,C-,2294,rv,30,46,IN,80,
Mississippi,8/20/16,SurveyMonkey,C-,823,rv,43,46,MS,80,
Florida,10/27/16,SurveyMonkey,C-,2634,lv,46,45,FL,12,
Florida,6/16/16,Evolving Strategies,,596,lv,47,34,FL,145,
Indiana,9/22/16,Ipsos,A-,340,lv,35.88,53.16,IN,47,
Tennessee,9/30/16,Google Consumer Surveys,B,522,lv,31.62,42.73,TN,39,
South Carolina,9/30/16,Google Consumer Surveys,B,413,lv,29.83,40.78,SC,39,
Colorado,9/22/16,Ipsos,A-,463,lv,43.25,45.22,CO,47,
Maine,8/18/16,Maine People's Resource Center,C,841,lv,42,32,ME,82,
Georgia,10/6/16,Google Consumer Surveys,B,456,lv,30.76,42.67,GA,33,
Missouri,8/20/16,SurveyMonkey,C-,1801,rv,34,43,MO,80,
Massachusetts,9/22/16,Ipsos,A-,588,lv,50.12,28.38,MA,47,
North Carolina,9/22/16,Ipsos,A-,520,lv,48.07,43.58,NC,47,
Illinois,9/26/16,Ipsos,A-,422,lv,52.71,33.37,IL,43,
Texas,10/12/16,Google Consumer Surveys,B,978,lv,29.79,41.49,TX,27,
Minnesota,10/6/16,Google Consumer Surveys,B,580,lv,39.04,25.42,MN,33,
Iowa,10/21/16,SurveyMonkey,C-,1229,lv,40,44,IA,18,
Washington,10/6/16,Google Consumer Surveys,B,538,lv,45.5,27.99,WA,33,
Wisconsin,9/22/16,Ipsos,A-,592,lv,42.48,42,WI,47,
Minnesota,9/22/16,Ipsos,A-,551,lv,42.8,34.63,MN,47,
Kentucky,8/3/16,Google Consumer Surveys,B,508,a,25,41,KY,97,
Arizona,6/22/16,Public Policy Polling,B+,691,v,40,44,AZ,139,
Arizona,10/6/16,Google Consumer Surveys,B,562,lv,38.24,35.87,AZ,33,
Missouri,9/1/16,Remington,,1275,lv,38,47,MO,68,
Colorado,10/6/16,Google Consumer Surveys,B,529,lv,41.46,25.52,CO,33,
Utah,10/21/16,SurveyMonkey,C-,969,lv,28,33,UT,18,
New Hampshire,8/20/16,SurveyMonkey,C-,1218,rv,40,34,NH,80,
Illinois,10/12/16,Google Consumer Surveys,B,930,lv,36.05,32.23,IL,27,
Virginia,10/21/16,SurveyMonkey,C-,2459,lv,48,39,VA,18,
Virginia,10/6/16,Google Consumer Surveys,B,539,lv,34.05,36.57,VA,33,
Arkansas,8/20/16,SurveyMonkey,C-,765,rv,37,46,AR,80,
Montana,9/23/16,Google Consumer Surveys,B,147,lv,32.15,36.3,MT,46,
North Carolina,10/27/16,SurveyMonkey,C-,1383,lv,47,43,NC,12,
Alabama,8/20/16,SurveyMonkey,C-,958,rv,31,53,AL,80,
Florida,10/12/16,Google Consumer Surveys,B,964,lv,36.93,39.19,FL,27,
North Carolina,10/6/16,Google Consumer Surveys,B,618,lv,35.04,36.78,NC,33,
New Jersey,5/13/16,Quinnipiac University,A-,1989,rv,45,38,NJ,179,
Delaware,9/12/16,Ipsos,A-,116,lv,40.04,32.95,DE,57,
Illinois,10/21/16,SurveyMonkey,C-,1091,lv,52,34,IL,18,
Connecticut,9/30/16,Google Consumer Surveys,B,312,lv,44.46,26.58,CT,39,
Missouri,10/6/16,Google Consumer Surveys,B,585,lv,34.15,30.38,MO,33,
Michigan,10/27/16,SurveyMonkey,C-,1400,lv,43,42,MI,12,
Massachusetts,10/21/16,SurveyMonkey,C-,675,lv,61,28,MA,18,
California,5/28/16,Field Research Corporation (Field Poll),A+,1002,lv,53,34,CA,164,
Florida,7/9/16,JMC Enterprises,C,700,lv,42,47,FL,122,
California,9/4/16,SurveyMonkey,C-,4212,rv,49,29,CA,65,
Alabama,10/21/16,SurveyMonkey,C-,415,lv,36,52,AL,18,
Kentucky,10/6/16,Google Consumer Surveys,B,196,lv,35.39,34,KY,33,
Virginia,8/12/16,Roanoke College,C+,803,lv,48,32,VA,88,
Rhode Island,9/17/16,Google Consumer Surveys,B,50,lv,46.4,30.9,RI,52,
Nevada,8/20/16,SurveyMonkey,C-,2776,rv,40,37,NV,80,
New Jersey,9/15/16,Ipsos,A-,853,lv,50.49,32.22,NJ,54,
Iowa,9/30/16,Google Consumer Surveys,B,411,lv,38.14,29.27,IA,39,
Wyoming,9/17/16,Google Consumer Surveys,B,60,lv,30.13,45.26,WY,52,
Indiana,10/6/16,Google Consumer Surveys,B,653,lv,36.04,35.07,IN,33,
Maryland,9/30/16,Google Consumer Surveys,B,461,lv,48.83,23.09,MD,39,
Mississippi,9/12/16,Ipsos,A-,185,lv,37.59,49.94,MS,57,
Texas,9/26/16,Ipsos,A-,464,lv,32.9,48.31,TX,43,
Idaho,9/12/16,Ipsos,A-,178,lv,32.19,54.9,ID,57,
Illinois,8/20/16,SurveyMonkey,C-,2599,rv,45,31,IL,80,
Oklahoma,10/21/16,SurveyMonkey,C-,493,lv,32,56,OK,18,
Maine,9/12/16,Ipsos,A-,247,lv,39.71,38.19,ME,57,
Washington,10/21/16,SurveyMonkey,C-,687,lv,51,34,WA,18,
Oklahoma,7/22/16,SoonerPoll.com,B,298,lv,28.6,53,OK,109,
Idaho,9/23/16,Google Consumer Surveys,B,144,lv,22.61,46.46,ID,46,
New Jersey,5/25/16,Monmouth University,A+,703,rv,37,31,NJ,167,
Michigan,10/6/16,Google Consumer Surveys,B,587,lv,39.75,28.98,MI,33,
New Hampshire,9/12/16,Ipsos,A-,179,lv,51.19,36.28,NH,57,
North Dakota,9/17/16,Google Consumer Surveys,B,63,lv,17.44,39.19,ND,52,
New York,10/12/16,Google Consumer Surveys,B,912,lv,47.36,27.7,NY,27,
New Jersey,10/21/16,SurveyMonkey,C-,590,lv,52,36,NJ,18,
Kentucky,9/15/16,Ipsos,A-,322,lv,37.31,53.57,KY,54,
Idaho,7/10/16,Dan Jones & Associates,C+,601,lv,23,44,ID,121,
Oklahoma,8/20/16,SurveyMonkey,C-,1041,rv,26,49,OK,80,
California,9/26/16,Ipsos,A-,787,lv,63.67,23.74,CA,43,
West Virginia,9/12/16,Ipsos,A-,146,lv,34.55,51.74,WV,57,
Minnesota,10/21/16,SurveyMonkey,C-,566,lv,47,36,MN,18,
Wisconsin,10/6/16,Google Consumer Surveys,B,738,lv,44.29,27.22,WI,33,
Maryland,8/20/16,SurveyMonkey,C-,1199,rv,54,27,MD,80,
Oregon,9/30/16,Google Consumer Surveys,B,438,lv,48.01,26.47,OR,39,
Connecticut,10/21/16,SurveyMonkey,C-,515,lv,50,36,CT,18,
Tennessee,10/21/16,SurveyMonkey,C-,572,lv,38,49,TN,18,
Vermont,9/17/16,Google Consumer Surveys,B,61,lv,43.99,18.62,VT,52,
California,10/12/16,Google Consumer Surveys,B,1166,lv,48.27,26.89,CA,27,
Indiana,10/21/16,SurveyMonkey,C-,688,lv,35,48,IN,18,
New Mexico,8/20/16,SurveyMonkey,C-,1788,rv,37,29,NM,80,
Hawaii,9/10/16,Google Consumer Surveys,B,90,lv,40.16,21.25,HI,59,
North Carolina,6/22/16,"National Research, Inc.",B+,600,lv,42,40,NC,139,
Massachusetts,9/30/16,Google Consumer Surveys,B,465,lv,50.2,22.82,MA,39,
New Mexico,9/12/16,Ipsos,A-,137,lv,46.94,37.92,NM,57,
Wisconsin,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,44,32,WI,146,
Arizona,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,39,45,AZ,146,
Arkansas,9/12/16,Ipsos,A-,280,lv,41.08,49.15,AR,57,
Wisconsin,10/21/16,SurveyMonkey,C-,1351,lv,43,41,WI,18,
New Hampshire,9/23/16,Google Consumer Surveys,B,39,lv,40.36,38.63,NH,46,
Kentucky,9/5/16,Ipsos,A-,437,lv,35.33,53.99,KY,64,
Connecticut,8/20/16,SurveyMonkey,C-,1053,rv,44,33,CT,80,
Maryland,9/15/16,Ipsos,A-,435,lv,50.27,33.88,MD,54,
Delaware,9/17/16,Google Consumer Surveys,B,85,lv,41.23,30.04,DE,52,
Nebraska,9/23/16,Google Consumer Surveys,B,207,lv,29.03,38.05,NE,46,
Alabama,9/30/16,Google Consumer Surveys,B,357,lv,19.45,56.59,AL,39,
Kansas,9/12/16,Ipsos,A-,314,lv,35.91,50.8,KS,57,
District of Columbia,9/10/16,Google Consumer Surveys,B,73,lv,38.8,32.39,DC,59,
Massachusetts,8/20/16,SurveyMonkey,C-,1167,rv,48,29,MA,80,
Nevada,9/12/16,Ipsos,A-,294,lv,45.03,45.02,NV,57,
Maine,6/18/16,University of New Hampshire,B+,475,lv,42,35,ME,143,
Georgia,9/30/16,Google Consumer Surveys,B,599,lv,28.89,43.74,GA,39,
Missouri,9/15/16,Ipsos,A-,356,lv,35.23,50.79,MO,54,
Iowa,6/26/16,Loras College,B-,600,lv,44,31,IA,135,
Iowa,9/12/16,Ipsos,A-,344,lv,40.51,50.74,IA,57,
Kentucky,7/6/16,Google Consumer Surveys,B,776,a,28.3,33.6,KY,125,
Pennsylvania,9/26/16,Ipsos,A-,500,lv,45.23,42.35,PA,43,
South Dakota,9/17/16,Google Consumer Surveys,B,75,lv,31.03,30.11,SD,52,
Indiana,9/15/16,Ipsos,A-,367,lv,34.92,53.53,IN,54,
Pennsylvania,10/6/16,Google Consumer Surveys,B,737,lv,39.65,33.6,PA,33,
Nevada,9/30/16,Google Consumer Surveys,B,120,lv,35.2,33.06,NV,39,
Kentucky,10/21/16,SurveyMonkey,C-,366,lv,29,60,KY,18,
Michigan,9/26/16,Ipsos,A-,375,lv,39.35,39.05,MI,43,
Ohio,10/6/16,Google Consumer Surveys,B,794,lv,32.41,35.84,OH,33,
Georgia,10/21/16,SurveyMonkey,C-,2235,lv,44,47,GA,18,
Tennessee,8/20/16,SurveyMonkey,C-,1021,rv,31,51,TN,80,
Nebraska,9/12/16,Ipsos,A-,169,lv,30.94,54.47,NE,57,
Alaska,9/17/16,Google Consumer Surveys,B,56,lv,20.82,39.24,AK,52,
New Mexico,9/23/16,Google Consumer Surveys,B,194,lv,37.92,26.02,NM,46,
Montana,9/5/16,Ipsos,A-,113,lv,39.04,52.31,MT,64,
Connecticut,9/12/16,Ipsos,A-,440,lv,47.33,37.36,CT,57,
Ohio,10/21/16,SurveyMonkey,C-,1951,lv,40,45,OH,18,
New Jersey,10/6/16,Google Consumer Surveys,B,618,lv,40.3,34.19,NJ,33,
Nevada,9/23/16,Google Consumer Surveys,B,173,lv,33.96,34.44,NV,46,
Oregon,9/15/16,Ipsos,A-,381,lv,43.63,41.36,OR,54,
Mississippi,9/23/16,Google Consumer Surveys,B,172,lv,25.49,52.31,MS,46,
Kentucky,8/20/16,SurveyMonkey,C-,732,rv,29,52,KY,80,
Oregon,10/21/16,SurveyMonkey,C-,576,lv,51,32,OR,18,
Tennessee,9/15/16,Ipsos,A-,447,lv,33.39,47.02,TN,54,
Arizona,10/21/16,SurveyMonkey,C-,1550,lv,41,42,AZ,18,
Oregon,6/25/16,icitizen,,555,rv,46,32,OR,136,
Michigan,9/27/16,Mitchell Research & Communications,D,1956,lv,46,41,MI,42,
Arkansas,9/23/16,Google Consumer Surveys,B,131,lv,28.09,45.52,AR,46,
Rhode Island,9/10/16,Google Consumer Surveys,B,53,lv,37.65,30.19,RI,59,
Ohio,9/26/16,Ipsos,A-,557,lv,44.36,42.81,OH,43,
Delaware,9/5/16,Ipsos,A-,115,lv,43.33,28.07,DE,64,
Maine,9/17/16,Google Consumer Surveys,B,59,lv,33.3,35.15,ME,52,
Montana,9/17/16,Google Consumer Surveys,B,159,lv,32.75,28.94,MT,52,
Michigan,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,48,33,MI,146,
North Dakota,9/10/16,Google Consumer Surveys,B,71,lv,26.31,45.08,ND,59,
Vermont,9/10/16,Google Consumer Surveys,B,72,lv,49.71,18.36,VT,59,
Virginia,9/30/16,Google Consumer Surveys,B,629,lv,40.86,27,VA,39,
Oklahoma,9/12/16,Ipsos,A-,332,lv,29.57,54.94,OK,57,
Texas,10/21/16,SurveyMonkey,C-,2148,lv,40,47,TX,18,
New Jersey,8/20/16,SurveyMonkey,C-,912,rv,49,34,NJ,80,
Illinois,10/6/16,Google Consumer Surveys,B,1025,lv,39.07,29.52,IL,33,
Wyoming,9/10/16,Google Consumer Surveys,B,63,lv,16.57,58.22,WY,59,
Maine,9/10/16,Google Consumer Surveys,B,88,lv,33.34,27.83,ME,59,
North Carolina,9/30/16,Google Consumer Surveys,B,734,lv,31.28,41.89,NC,39,
Colorado,10/21/16,SurveyMonkey,C-,1595,lv,44,38,CO,18,
Pennsylvania,10/21/16,SurveyMonkey,C-,2131,lv,48,42,PA,18,
West Virginia,9/17/16,Google Consumer Surveys,B,82,lv,19.42,35.52,WV,52,
New Hampshire,9/10/16,Google Consumer Surveys,B,75,lv,34.66,34.38,NH,59,
Illinois,9/19/16,Ipsos,A-,426,lv,53.43,30.81,IL,50,
Louisiana,9/12/16,Ipsos,A-,369,lv,35.79,51.87,LA,57,
Kansas,9/23/16,Google Consumer Surveys,B,252,lv,42.95,30.92,KS,46,
Washington,9/30/16,Google Consumer Surveys,B,569,lv,45.41,24.67,WA,39,
Idaho,9/5/16,Ipsos,A-,176,lv,31.94,56.14,ID,64,
Arizona,9/22/16,Ipsos,A-,533,lv,44.13,45.74,AZ,47,
Colorado,6/22/16,YouGov,B,996,lv,40,39,CO,139,
Louisiana,9/23/16,Google Consumer Surveys,B,221,lv,30.6,45.73,LA,46,
Hawaii,9/17/16,Google Consumer Surveys,B,42,lv,43.2,31.59,HI,52,
Colorado,9/30/16,Google Consumer Surveys,B,558,lv,38.58,28.19,CO,39,
Texas,10/6/16,Google Consumer Surveys,B,958,lv,31.75,39.97,TX,33,
Delaware,9/10/16,Google Consumer Surveys,B,103,lv,33.9,28.33,DE,59,
Kansas,6/5/16,Zogby Interactive/JZ Analytics,C-,433,rv,43,36,KS,156,
Georgia,5/28/16,Public Policy Polling,B+,724,v,38,45,GA,164,
Kansas,7/16/16,Fort Hays State University,C-,542,lv,27,44,KS,115,
Oregon,9/5/16,Ipsos,A-,508,lv,44.19,40.95,OR,64,
Mississippi,9/17/16,Google Consumer Surveys,B,246,lv,17.14,54.84,MS,52,
West Virginia,9/5/16,Ipsos,A-,146,lv,38.76,49.23,WV,64,
Minnesota,9/30/16,Google Consumer Surveys,B,578,lv,37.89,28.42,MN,39,
Arizona,9/30/16,Google Consumer Surveys,B,579,lv,38.76,32.92,AZ,39,
Michigan,9/15/16,Ipsos,A-,632,lv,42.97,41.67,MI,54,
New York,10/21/16,SurveyMonkey,C-,1169,lv,58,31,NY,18,
New Hampshire,9/5/16,Ipsos,A-,176,lv,48.47,38.66,NH,64,
California,10/21/16,SurveyMonkey,C-,1923,lv,54,31,CA,18,
Minnesota,9/15/16,Ipsos,A-,510,lv,42.86,35.94,MN,54,
Mississippi,9/5/16,Ipsos,A-,173,lv,37.2,51.15,MS,64,
North Carolina,6/22/16,YouGov,B,988,lv,44,42,NC,139,
Oklahoma,9/23/16,Google Consumer Surveys,B,163,lv,22.59,35.91,OK,46,
Arkansas,9/17/16,Google Consumer Surveys,B,179,lv,36.41,35.42,AR,52,
North Carolina,10/21/16,SurveyMonkey,C-,1825,lv,47,43,NC,18,
Idaho,9/17/16,Google Consumer Surveys,B,144,lv,18.72,43.51,ID,52,
Connecticut,9/23/16,Google Consumer Surveys,B,291,lv,37.53,31.5,CT,46,
Missouri,9/30/16,Google Consumer Surveys,B,611,lv,38.49,29.66,MO,39,
Washington,9/15/16,Ipsos,A-,429,lv,49.39,35.21,WA,54,
Nevada,9/17/16,Google Consumer Surveys,B,236,lv,32.23,33.54,NV,52,
Indiana,4/27/16,Marist College,A,2149,rv,41,48,IN,195,
Florida,6/26/16,SurveyUSA,A,1678,lv,46,42,FL,135,
Kentucky,9/23/16,Google Consumer Surveys,B,320,lv,32.6,35.16,KY,46,
Michigan,9/30/16,Google Consumer Surveys,B,657,lv,37.61,30.85,MI,39,
New Mexico,9/5/16,Ipsos,A-,141,lv,37.79,43.19,NM,64,
New York,9/19/16,Ipsos,A-,535,lv,52.85,34.06,NY,50,
Massachusetts,9/15/16,Ipsos,A-,509,lv,53.52,30.28,MA,54,
Virginia,7/8/16,Hampton University,B,805,lv,38.8,39.2,VA,123,
Wisconsin,9/15/16,Ipsos,A-,526,lv,41.12,41.09,WI,54,
Colorado,9/15/16,Ipsos,A-,391,lv,42.05,43.82,CO,54,
Texas,9/19/16,Ipsos,A-,462,lv,32.6,48.1,TX,50,
Tennessee,9/23/16,Google Consumer Surveys,B,449,lv,25.38,47.7,TN,46,
Arkansas,9/5/16,Ipsos,A-,286,lv,41.34,51.28,AR,64,
Florida,10/6/16,Google Consumer Surveys,B,893,lv,36.85,37.09,FL,33,
Rhode Island,9/3/16,Google Consumer Surveys,B,65,lv,41.18,23.5,RI,66,
Texas,6/15/16,YouGov,B,1200,rv,32,39,TX,146,
Nevada,6/16/16,TargetPoint,C,200,lv,45,46,NV,145,
Pennsylvania,6/16/16,TargetPoint,C,200,lv,45,41,PA,145,
North Carolina,6/16/16,TargetPoint,C,200,lv,39,45,NC,145,
Ohio,6/16/16,TargetPoint,C,200,lv,46,43,OH,145,
New Hampshire,6/16/16,TargetPoint,C,200,lv,44,40,NH,145,
Maine,9/5/16,Ipsos,A-,213,lv,41,39.71,ME,64,
Hawaii,9/3/16,Google Consumer Surveys,B,90,lv,47.31,27.69,HI,66,
Maine,9/3/16,Google Consumer Surveys,B,114,lv,37.56,28.42,ME,66,
South Dakota,9/10/16,Google Consumer Surveys,B,82,lv,22.75,43,SD,59,
New York,10/6/16,Google Consumer Surveys,B,875,lv,41.72,30.76,NY,33,
Florida,9/26/16,Ipsos,A-,701,lv,47.55,46.4,FL,43,
California,10/6/16,Google Consumer Surveys,B,1234,lv,47.55,27.38,CA,33,
Michigan,10/21/16,SurveyMonkey,C-,1663,lv,44,40,MI,18,
Iowa,9/23/16,Google Consumer Surveys,B,362,lv,36.2,29.81,IA,46,
Iowa,8/20/16,SurveyMonkey,C-,1875,rv,36,40,IA,80,
Indiana,9/30/16,Google Consumer Surveys,B,616,lv,35.1,32.52,IN,39,
North Dakota,9/3/16,Google Consumer Surveys,B,84,lv,23.8,45.58,ND,66,
South Carolina,9/5/16,Ipsos,A-,314,lv,43.47,50.55,SC,64,
South Carolina,9/23/16,Google Consumer Surveys,B,319,lv,28.3,45.73,SC,46,
Kansas,9/5/16,Ipsos,A-,309,lv,38.88,49.42,KS,64,
Alaska,6/18/16,Ivan Moore Research,C,670,rv,30,39,AK,143,
Pennsylvania,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,45,36,PA,146,
Ohio,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,41,41,OH,146,
Nevada,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,44,44,NV,146,
North Carolina,6/15/16,Greenberg Quinlan Rosner (Democracy Corps),B-,300,lv,48,38,NC,146,
New Hampshire,5/26/16,"RKM Research and Communications, Inc.",B+,405,lv,44,44,NH,166,
